Date,Average pressure,Sea level pressure,Rainfall,Max rainfall (1 hour),Max rainfall (10 mins),Ave temp,Max temp,Min temp,Ave humidity,Min humidity,Ave wind speed,Hours of sunlight,Snowfall,Max snow cover,Gust x,Gust y,Max x,Max y
1989/2/7,1017.9,1022.3,,,,9.2,13.1,5.8,42,21,4.9,9.8,,,14.87446047,-6.161203261,8.314915793,-3.444150891
1989/2/8,1013.6,1018,4,3,1.5,8.9,12.6,4.4,63,44,1.8,0.1,,,-4.949747468,-4.949747468,3.233578364,-1.339392013
1989/2/9,998.4,1002.7,9,4,1.5,9.8,13.1,7.6,79,70,3.4,1.9,,,10.25506281,-4.247786099,6.9,0
1989/2/10,998.8,1003.2,7,2,1,5.5,8.3,4.3,82,59,4.2,,,,10.4,0,6.9,0
1989/2/11,1007.4,1011.8,,,,5.6,8.7,2.1,37,28,4.9,9.7,,,12.8419255,-5.31929971,7.1138724,-2.946662429
1989/2/12,1010.8,1015.2,,,,6.5,10.3,2.6,39,26,3.1,9.7,,,7.575812167,-3.138004145,5.358501289,-2.219563908
1989/2/13,1011.7,1016.1,0,0,0,6,9.4,4.2,39,25,4.5,6.2,0,,12.19520983,-5.051421307,7.206260354,-2.984930772
1989/2/14,1018.2,1022.7,,,,7.6,12.2,3.4,35,22,5.5,10.3,,,15.79834001,-6.543886693,9.331183278,-3.865102667
1989/2/15,1023.6,1028,,,,9.1,13.5,2.4,46,37,3.7,9.6,,,-10.6773124,-10.6773124,-5.091168825,-5.091168825
1989/2/16,1015.6,1019.9,0,0,0,13.6,17.2,7.6,63,43,4.1,1.7,,,-10.88944443,-10.88944443,-5.374011537,-5.374011537
1989/2/17,1011.3,1015.7,24.5,3.5,1,9.2,16.1,7.2,86,58,4.6,,,,8.980256121,8.980256121,2.755320713,6.651932634
1989/2/18,1008.5,1012.9,11.5,3,1,5.8,7.2,4.9,83,67,4.5,,,,11.3,0,6.6,0
1989/2/19,1017.4,1021.8,,,,8.3,11.5,5.3,57,38,2.4,10,,,8.5,0,4.8,0
1989/2/20,1017.3,1021.7,0,0,0,9.7,13.7,4.9,64,48,3.3,2,,,-9.121677477,-9.121677477,-4.384062043,-4.384062043
1989/2/21,1013.4,1017.8,7.5,2,0.5,9.1,14.2,5.4,69,53,3.6,4.5,,,12.10282188,5.013152964,6.836708541,2.8318574
1989/2/22,1020.9,1025.3,0,0.5,0,6.2,8.8,4,58,31,3.3,1.2,,,11.4561062,-4.745274561,6.744320587,-2.793589056
1989/2/23,1026.8,1031.3,,,,5.2,8.1,3,47,33,3.2,2.7,,,-3.329345862,8.037751933,3.606244584,3.606244584
1989/2/24,1017.1,1021.6,5.5,1,0.5,4.2,5.8,2.3,85,53,3.3,,0,,8.869243512,-3.673760951,5.635665148,-2.334368937
1989/2/25,1013.1,1017.6,12,3,1,5.1,6.2,4.2,86,78,3.5,,,,8.037751933,3.329345862,5.8,0
1989/2/26,1007.3,1011.7,18,5.5,1.5,7.3,12.7,4.1,64,32,6.4,8.1,,,21.15684129,-8.763450601,10.43983872,-4.324322786
1989/2/27,1027.5,1032,,,,8.1,11.9,3.6,45,25,4.1,10,,,16.44505568,-6.811765096,10.2,0
1989/2/28,1025.3,1029.7,6.5,3,1,10.7,14.1,6.8,71,60,3.2,0.8,,,-13.8,1.69E-15,-7.4,9.06E-16
1989/3/1,1017.1,1021.4,13.5,9,3,13.2,16.3,7.2,72,35,5.9,,,,-13.01076477,-13.01076477,10.4,0
1989/3/2,1029.9,1034.4,,,,7.6,11.8,4.2,50,34,3.9,9.7,,,12.3,0,6.651932634,2.755320713
1989/3/3,1023.7,1028.2,,,,8.9,11.9,4,64,54,2.6,1.5,,,7.1138724,-2.946662429,5.266113335,-2.181295564
1989/3/4,1002.7,1006.9,3.5,2.5,0.5,15.9,20.2,9.4,79,65,4.7,2.7,,,-19.58624609,-8.112888766,-8.776855559,-3.635492607
1989/3/5,1000,1004.3,17,3,1,7.8,14.1,5.4,83,70,4.3,,,,12.1,0,7.6,0
1989/3/6,1007.3,1011.7,1,1,0.5,7.8,10.7,4.5,62,44,3.1,2.6,,,-3.214540832,7.760588073,3.25E-16,5.3
1989/3/7,1007.5,1011.9,9.5,2,0.5,5.2,8.5,3.1,83,56,3.8,,0,,7.66820012,-3.176272489,5.081337429,-2.104758878
1989/3/8,1010.3,1014.8,7.5,2.5,1,4.1,7.3,1.7,73,47,4.7,2.9,0,,11.4561062,-4.745274561,7.021484447,-2.908394086
1989/3/9,1016.8,1021.2,0,0,0,6,9.2,2.5,49,35,2.8,9,,,8.314915793,-3.444150891,4.619397663,1.913417162
1989/3/10,1018.5,1023,0,0,0,8.5,12.2,3.1,48,25,2.9,10.4,,,-8.9,1.09E-15,-5.4,6.61E-16
1989/3/11,1015.3,1019.7,,,,9.4,13.9,5.1,51,27,2.9,8.5,,,-5.939696962,-5.939696962,5.266113335,-2.181295564
1989/3/12,1014.1,1018.5,,,,11.6,15.4,4.8,41,23,2.7,9.9,,,-6.717514421,-6.717514421,-5.9,7.23E-16
1989/3/13,1009.1,1013.4,8,2.5,0.5,12.5,17.3,8.3,60,35,3.2,4.4,,,-12.10282188,-5.013152964,-4.384062043,-4.384062043
1989/3/14,997.5,1001.7,1,1,0.5,14.2,19.2,9.8,58,30,3.4,6.2,,,10.71700258,-4.439127815,6.651932634,-2.755320713
1989/3/15,1002.4,1006.7,,,,12.3,16.2,8.3,34,23,5.4,7.8,,,13.48864117,-5.587178113,7.575812167,-3.138004145
1989/3/16,1006.4,1010.7,,,,9.6,13.7,6.6,41,28,3.5,7,,,6.576093065,-6.576093065,5.8,0
1989/3/17,1002.5,1006.8,0,0,0,7.8,12.4,5.1,40,25,7.2,9.6,,,20.78728948,-8.610377228,11.4561062,-4.745274561
1989/3/18,1005.9,1010.3,,,,7.7,12.3,3.8,33,23,6.6,10.7,,,17.64609907,-7.309253558,9.885510998,-4.094712726
1989/3/19,1008.7,1013,,,,8.9,13.9,5.2,31,21,6.3,9.9,,,14.50490866,-6.008129888,8.776855559,-3.635492607
1989/3/20,1008.7,1013.1,,,,9.6,15.2,5.6,34,18,6.5,11.1,,,16.62983159,-6.888301783,10.34745076,-4.286054442
1989/3/21,1011.4,1015.7,0,0,0,9.4,14.3,6.5,49,33,4.7,9.5,,,8.39E-16,13.7,4.47E-16,7.3
1989/3/22,1014.2,1018.6,0,0,0,7.6,10.7,5.7,64,43,3.8,2.7,,,8.130139886,3.367614205,4.030508653,4.030508653
1989/3/23,1018.6,1023,,,,9.2,13.4,5.7,56,34,3.2,7,,,-6.646803743,6.646803743,-2.143027221,5.173725382
1989/3/24,1015.4,1019.8,5.5,2,0.5,8.8,10.6,7.4,78,61,2.4,,,,4.41E-16,7.2,2.39E-16,3.9
1989/3/25,1000.4,1004.7,9.5,4,1.5,11.1,16.9,6.2,58,27,6.6,5.8,,,18.93953042,-7.845010363,10.43983872,-4.324322786
1989/3/26,1010.5,1014.8,,,,10.9,14.3,7,44,27,4.4,7.8,,,13.11908936,-5.43410474,8.407303746,-3.482419235
1989/3/27,1005.8,1010.1,26.5,7.5,2,10,13.6,6.7,68,54,4.7,,,,15.42878819,-6.39081332,9.6,0
1989/3/28,999.9,1004.3,11.5,4.5,1.5,7.2,8.6,5.7,83,73,3.2,,,,13.4,0,7.5,0
1989/3/29,1006.9,1011.2,1.5,1.5,1,10.6,16,6.2,47,23,3.7,7.8,,,14.3,0,6,0
1989/3/30,1017.4,1021.8,,,,11.6,15.2,6,40,26,3.9,11.6,,,-10.6,1.30E-15,-6.3,7.72E-16
1989/3/31,1013,1017.3,2.5,1,1,12,16.4,8.8,79,54,3.5,0.3,,,-16.2,1.98E-15,-8.8,1.08E-15
1989/4/1,1001.7,1005.9,0,0,0,15.8,21.1,10.7,56,21,3.7,11,,,14.78207252,-6.122934918,7.852976026,-3.252809175
1989/4/2,1007.1,1011.4,,,,13.3,17.3,8.5,38,21,5,11.6,,,-17.1,2.09E-15,-8.9,1.09E-15
1989/4/3,1003.6,1007.9,4,1.5,0.5,13.3,15.2,11,82,56,2.3,,,,-11.3,1.38E-15,-5.266113335,-2.181295564
1989/4/4,1004.7,1009,0,0,0,14.5,18.3,11.4,46,20,4.7,7.1,,,15.52117615,-6.429081664,8.869243512,-3.673760951
1989/4/5,1008.2,1012.6,0,0,0,10.4,12.8,8.9,69,52,4,,,,10.3,0,7,0
1989/4/6,1011.5,1015.8,,,,13.5,18.5,8.6,55,33,2.9,9.7,,,-9.608347138,3.979907697,-4.313351365,4.313351365
1989/4/7,1016.6,1020.9,,,,15.2,19.4,9.7,55,39,2.7,9.7,,,-3.865102667,9.331183278,-5.3,6.49E-16
1989/4/8,1011.1,1015.4,62.5,12,3.5,13.6,16,10.9,83,55,2.7,,,,-5.868986284,5.868986284,4.342233803,-1.798612132
1989/4/9,1006.4,1010.6,1.5,5.5,1.5,17.8,22.9,12.9,60,33,3.7,9.9,,,13.9,0,8.222527839,-3.405882548
1989/4/10,1009,1013.3,2,1,0.5,15.9,17.8,12.9,69,55,2.8,0.1,,,5.08E-16,8.3,-2.181295564,5.266113335
1989/4/11,1007.2,1011.4,0,0.5,0,14.1,18.5,10.4,73,56,3.7,3.2,,,-13.4,1.64E-15,7.9,0
1989/4/12,1009.8,1014.1,5,3,1.5,11.5,16,7.5,57,29,4.7,5.3,,,14.2277448,-5.893324858,6.293250353,-6.293250353
1989/4/13,1012.7,1016.9,,,,16.9,23.4,9.9,34,16,4.3,12.3,,,17.46132316,-7.232716872,9.515959185,-3.941639353
1989/4/14,1014.1,1018.4,,,,17.8,23.2,10.8,44,17,3.7,10.1,,,-14.41252071,-5.969861545,-5.444722215,-5.444722215
1989/4/15,1008,1012.2,3,1.5,0.5,17.6,20.2,15.7,67,49,5.2,0.6,,,-11.38441918,-11.38441918,-5.444722215,-5.444722215
1989/4/16,994.3,998.5,27.5,7,2,18.9,24,15.9,77,52,6.7,5.9,,,-17.96051224,-17.96051224,-7.424621202,-7.424621202
1989/4/17,999.9,1004,0,0,0,18.2,22.2,13.7,37,21,3.2,9,,,14.68968457,-6.084666575,8.592079652,-3.558955921
1989/4/18,1008.2,1012.4,,,,17.9,22.4,12.8,44,30,3.2,11.8,,,-9.5,1.16E-15,-6.2,7.59E-16
1989/4/19,1013.5,1017.7,,,,18.7,23,14.9,46,27,3.3,11.3,,,-8.27314934,-8.27314934,-4.87903679,-4.87903679
1989/4/20,1011,1015.2,,,,19,22.9,13.6,61,33,3.2,10.9,,,-13.1,1.60E-15,-8.3,1.02E-15
1989/4/21,1013.9,1018.2,,,,15.8,19.5,14,46,25,4.5,11.6,,,4.515664502,10.90177848,2.946662429,7.1138724
1989/4/22,1012.7,1016.9,,,,16.9,20,12.9,60,46,4.4,5.1,,,-15.9,1.95E-15,-8.8,1.08E-15
1989/4/23,1006,1010.2,37.5,8,2,16.1,18,14.5,81,66,3.4,0.5,,,10.4,0,7.5,0
1989/4/24,993.9,998.1,30,9,3.5,15.9,20.7,13.2,79,59,5.3,0.3,,,16.07550387,-6.658691723,8.961631465,-3.712029294
1989/4/25,1003,1007.3,2.5,1,0.5,14.4,17.6,11.7,44,25,6.1,9.4,,,18.93953042,-7.845010363,10.53222667,-4.362591129
1989/4/26,1013.4,1017.7,11,11,5,14.8,19.3,10.7,54,33,3.1,6.9,,,7.283199846,-7.283199846,5.266113335,2.181295564
1989/4/27,1008.7,1012.9,0.5,0.5,0.5,17,22.3,11.5,70,40,4.8,10.7,,,-16.61700936,-16.61700936,-7.707463915,-7.707463915
1989/4/28,1009.7,1014.1,,,,12.5,15.5,9.2,38,24,8.7,13,,,23.92847989,-9.911500898,12.8419255,-5.31929971
1989/4/29,1016.7,1021.1,,,,13.4,17.9,8.5,32,20,4.3,11.2,,,-9.333809512,-9.333809512,-6.5,7.96E-16
1989/4/30,1014.7,1019,,,,16.3,20.6,9.7,50,37,3.9,10.2,,,-11.24299782,-11.24299782,-5.444722215,-5.444722215
1989/5/1,1009.6,1013.8,2.5,1,0.5,15.6,18.2,13.4,68,53,3.1,0.1,,,-7.919595949,-7.919595949,-5.728053102,2.372637281
1989/5/2,1005.9,1010.1,0,0,0,16.2,21.4,12.3,64,39,4.3,11.2,,,11.3,0,7.4,0
1989/5/3,1009.6,1013.8,8,7,3.5,15.1,22.2,12.4,71,44,3.3,1.9,,,-13.36431816,-13.36431816,-6.363961031,-6.363961031
1989/5/4,1012,1016.3,,,,16.5,20.2,11.3,74,63,3.7,8,,,-11.8,1.45E-15,-6.9,8.45E-16
1989/5/5,1009.6,1013.8,,,,20.3,24.1,16.7,64,49,3.5,5.5,,,-7.848885271,-7.848885271,-5.081337429,-2.104758878
1989/5/6,1011.3,1015.6,2,1,0.5,16.8,19.4,12.9,59,44,3.4,,,,7.990306627,7.990306627,2.563978997,6.189992868
1989/5/7,1005.4,1009.7,19,2,1,11.3,13,10.4,90,81,6.3,,,,15.2,0,8.8,0
1989/5/8,1004.8,1009,0,0,0,16.1,19.9,11.6,73,56,3.4,5.7,,,8.7,0,-5.9,7.23E-16
1989/5/9,1005.2,1009.4,0,0,0,19.2,22.2,15.7,73,61,3.6,4.2,,,-14.3,1.75E-15,-8,9.80E-16
1989/5/10,1009.3,1013.5,,,,20.9,25.3,16.6,65,37,2.8,10,,,-5.515432893,-5.515432893,-4.896561522,2.028222192
1989/5/11,1009.6,1013.9,50.5,6,2,14.1,19.9,11.4,86,55,5.1,,,,13.4,0,7.9,0
1989/5/12,1007.7,1012,10,3,1,12.4,14.1,10.1,92,88,5.3,,,,13.5,0,8.3,0
1989/5/13,1002.2,1006.5,1,0.5,0.5,17.1,20.2,13.7,88,78,2.4,,,,6.5,0,4.157457896,-1.722075446
1989/5/14,992.9,997,1,1,0.5,19.3,25.3,15.6,67,30,3.2,3.9,,,-10.18233765,-10.18233765,6.836708541,2.8318574
1989/5/15,1003.7,1007.8,0,0,0,18.5,22.3,13.7,46,27,2.9,10.4,,,11.36371825,-4.707006218,6.744320587,-2.793589056
1989/5/16,1014.6,1018.8,0,0,0,18.5,22.1,13.7,56,33,4.5,5,,,-13.85819299,-5.740251485,-8.1,9.92E-16
1989/5/17,1013.6,1017.8,11.5,2,0.5,17.5,20.9,14.4,68,46,2.5,,,,-7.990306627,-7.990306627,-3.606244584,-3.606244584
1989/5/18,1014.2,1018.4,1.5,1,0.5,18.2,21.1,14.4,66,48,3.5,1.9,,,9.5,0,6.1,0
1989/5/19,1021.7,1026,0.5,0.5,0.5,17.7,21.2,13.7,66,48,2.7,2.1,,,2.71705237,6.559544681,3.464823228,3.464823228
1989/5/20,1014.9,1019.1,4,1.5,1,16.4,17.3,15.5,83,69,2.4,,,,7.7,0,5.4,0
1989/5/21,1004.4,1008.6,0,0,0,19.3,22.4,16.8,77,62,1.8,1.5,,,-5.9,7.23E-16,4.1,0
1989/5/22,1006.2,1010.4,,,,21.5,25.4,15.3,58,35,3.5,7.5,,,-13.5,1.65E-15,-7.3,8.94E-16
1989/5/23,1002.9,1007.1,10.5,3.5,1,17.4,22.1,15.3,77,42,2.4,,,,-7.707463915,-7.707463915,-3.606244584,-3.606244584
1989/5/24,1005.5,1009.7,,,,20.4,25.4,16.6,61,34,2.6,6.1,,,-6.576093065,-6.576093065,-6.1,7.47E-16
1989/5/25,1004.9,1009,8,2,0.5,20.2,23.6,18.1,75,53,2,0.2,,,-7.3,8.94E-16,-4.2,5.14E-16
1989/5/26,997.8,1002,31,9,7,17.9,19.6,16,81,50,3.5,1.6,,,7.283199846,-7.283199846,5.635665148,-2.334368937
1989/5/27,1006.1,1010.3,,,,19.6,23.4,14,57,34,3.7,10.7,,,12.28759778,-5.08968965,6.374768774,-2.640515683
1989/5/28,1006.3,1010.5,17.5,16.5,8.5,19.3,25,15.5,64,44,3.4,9.9,,,5.969861545,14.41252071,3.214540832,7.760588073
1989/5/29,1006.4,1010.6,16.5,12,7.5,18.8,23.5,15.3,61,46,3,5.4,,,-9.5,1.16E-15,-5.8,7.10E-16
1989/5/30,1007.2,1011.4,15,15,9.5,17.5,21.9,14.8,69,44,3,6.9,,,-12.1,1.48E-15,-4.454772721,4.454772721
1989/5/31,1011.1,1015.3,,,,19.6,23.7,14.5,64,52,4.3,11.9,,,-16.8,2.06E-15,-10.5,1.29E-15
1989/6/1,1011.8,1016,,,,21.5,25.1,16.4,66,54,3.5,12.9,,,-11.6,1.42E-15,-7.4,9.06E-16
1989/6/2,1013.7,1017.9,,,,22.1,26,18.3,66,43,3.1,9.7,,,-9.3,1.14E-15,-6.4,7.84E-16
1989/6/3,1013.9,1018.1,,,,22.2,25.8,20,63,42,2.7,8.8,,,-8.037751933,3.329345862,-5.3,6.49E-16
1989/6/4,1012.2,1016.3,,,,23,27.6,18.6,61,40,4,12.9,,,-12.6,1.54E-15,-7.8,9.55E-16
1989/6/5,1008.3,1012.4,0,0,0,23.3,27.1,20.4,60,48,5.4,5.6,,,-12.65721138,-12.65721138,-6.293250353,-6.293250353
1989/6/6,1000.6,1004.6,0,0,0,24.3,27.7,21.5,73,66,4.4,4.8,,,-10.96015511,-10.96015511,-7.4,9.06E-16
1989/6/7,1005,1009.1,,,,25.1,29.4,22.2,38,25,4.8,7.4,,,-8.485281374,-8.485281374,6.374768774,-2.640515683
1989/6/8,1006.2,1010.3,,,,21.2,27.2,15.8,53,32,4.6,8.8,,,-4.439127815,10.71700258,-2.60224734,6.282380821
1989/6/9,1008.2,1012.5,19,3,1,13.2,16,12.2,85,73,4,,,,6.788225099,6.788225099,4.030508653,4.030508653
1989/6/10,1007.1,1011.4,6,1,0.5,13.3,14.5,11.7,86,74,4.2,,,,9.608347138,3.979907697,5.728053102,2.372637281
1989/6/11,1010.6,1014.9,8.5,1.5,0.5,14.2,15.6,12.5,85,70,2.1,0.1,,,3.535533906,3.535533906,2.474873734,2.474873734
1989/6/12,1012,1016.2,,,,18.4,22.5,13.5,58,31,2.9,10.3,,,-8.222527839,3.405882548,-4.711785616,1.951685505
1989/6/13,1012.4,1016.6,,,,20.1,24.6,15.6,61,42,3.3,8.9,,,-12.7,1.56E-15,-8,9.80E-16
1989/6/14,1011.8,1016,,,,21.5,24.9,18.4,57,33,3.7,12.8,,,-9.793123045,4.056444383,-4.171930009,4.171930009
1989/6/15,1006.7,1010.8,0,0,0,21.4,23.1,19.4,63,46,3.5,0.2,,,-9.885510998,4.094712726,-6.4,7.84E-16
1989/6/16,1001.5,1005.6,40,10.5,2.5,20.4,21.4,19,83,71,2.7,,,,-4.898347934,11.82565802,4.29E-16,7
1989/6/17,992.5,996.6,8,7.5,2.5,21.2,25.1,17.1,78,52,5.2,0.8,,,16.62983159,-6.888301783,9.238795325,-3.826834324
1989/6/18,1003.4,1007.6,0,0,0,16.8,17.5,15.9,79,69,3.3,,,,5.515432893,5.515432893,1.913417162,4.619397663
1989/6/19,1006.3,1010.5,17,3.5,1.5,16,16.9,15.2,87,74,3.9,,,,8.684467606,3.597224264,5.081337429,2.104758878
1989/6/20,1007.4,1011.6,0,0,0,17.7,20.9,14.9,79,62,4,0.4,,,3.367614205,8.130139886,3.818376618,3.818376618
1989/6/21,1010,1014.2,,,,19.4,23.3,15.9,72,56,2.9,2.9,,,-5.091168825,5.091168825,3.181980515,3.181980515
1989/6/22,1011.7,1015.9,4,2,1,20.2,22.8,17.3,76,49,2.2,,,,-5.374011537,5.374011537,-3.323401872,3.323401872
1989/6/23,1008.1,1012.3,41.5,5.5,2.5,20.5,21.5,19.4,92,88,2.4,,,,5.635665148,2.334368937,4.2,0
1989/6/24,1007.4,1011.6,22,5,1.5,20,22,18.4,90,84,2.6,,,,4.53E-16,7.4,2.69E-16,4.4
1989/6/25,1003.8,1007.9,0,0,0,22,27.8,18.7,84,59,1.9,4.6,,,3.329345862,8.037751933,2.066490535,4.988949476
1989/6/26,1005.5,1009.6,1,1,0.5,24.5,28.9,19.4,71,52,2.7,8.5,,,-7.9,9.67E-16,-4.8,5.88E-16
1989/6/27,1006.3,1010.4,0,0,0,24.4,27.5,22.6,71,53,2.8,0.4,,,-3.138004145,7.575812167,-2.143027221,5.173725382
1989/6/28,1000,1004.1,38,9.5,2.5,21.5,22.7,20.5,89,79,3.3,,,,-10.80939053,4.477396159,-5.635665148,2.334368937
1989/6/29,997.5,1001.5,,,,25.9,31.1,20.1,58,33,3.1,11.2,,,11.91804597,-4.936616278,7.298648307,-3.023199116
1989/6/30,1000.4,1004.5,,,,24.5,27.8,22.3,57,39,3.3,2.6,,,-9.9,1.21E-15,-6,7.35E-16
1989/7/1,1006.2,1010.4,,,,20.2,22.7,17.3,69,61,4.4,2.4,,,3.941639353,9.515959185,2.525710654,6.097604915
1989/7/2,1012.9,1017.1,1,1,0.5,17.3,18.9,16,74,67,3.4,,,,3.214540832,7.760588073,2.066490535,4.988949476
1989/7/3,1010.2,1014.5,14.5,1.5,0.5,17.3,18.6,15.1,91,85,4,,,,9.608347138,-3.979907697,5.728053102,-2.372637281
1989/7/4,1007.3,1011.4,0.5,0.5,0.5,20.3,23.7,18,81,65,3.6,0.7,,,9.331183278,-3.865102667,6.2,0
1989/7/5,1008.2,1012.4,,0,,21.1,25,17.5,73,58,2.6,4.1,,,-5.374011537,5.374011537,-3.323401872,3.323401872
1989/7/6,1006.5,1010.6,0,0,0,21.4,24.9,19,73,55,3.8,1.8,,,7.000357134,7.000357134,2.372637281,5.728053102
1989/7/7,1007.2,1011.3,,,,22.8,26.8,19.2,71,54,3.2,10.6,,,-9.331183278,3.865102667,-4.804173569,1.989953848
1989/7/8,1010.7,1014.8,0,0,0,23.6,26.5,19.9,81,65,1.9,1.7,,,3.80E-16,6.2,-1.645538759,3.97268199
1989/7/9,1006.6,1010.7,14,5,2,24.7,26.5,23.1,87,77,3.8,0.1,,,-9.899494937,-9.899494937,-7.1,8.69E-16
1989/7/10,1003.2,1007.3,6,3.5,1.5,25.2,28.1,22.8,79,66,3.1,0.3,,,-12.2,1.49E-15,-4.030508653,-4.030508653
1989/7/11,1005.3,1009.3,0,0,0,26.4,30.2,23.6,65,46,3.1,5.8,,,-9.2,1.13E-15,-5.6,6.86E-16
1989/7/12,999.3,1003.4,1.5,1,0.5,25.8,30.9,21.7,74,60,3.5,0.1,,,-9.263098834,-9.263098834,3.61E-16,5.9
1989/7/13,1004.7,1008.9,12,3,1.5,20.9,21.7,20.2,87,79,3,,,,2.755320713,6.651932634,3.252691193,3.252691193
1989/7/14,1009.7,1013.9,0,0,0,23.5,27.3,20.5,73,57,2.5,4.5,,,-8.037751933,3.329345862,-5.9,7.23E-16
1989/7/15,1011.8,1015.9,0,0,0,24.1,27.5,20.2,75,56,3,1.1,,,-8.8,1.08E-15,-6.2,7.59E-16
1989/7/16,1009.3,1013.4,27.5,12,5.5,22,23.8,20.2,85,76,2.2,,,,-6.189992868,2.563978997,-4.4,5.39E-16
1989/7/17,1009.2,1013.4,5,1.5,1,22.1,25.7,20.2,85,69,2.9,,,,5.444722215,5.444722215,2.028222192,4.896561522
1989/7/18,1012.3,1016.4,,,,23.5,26.4,20.9,76,62,3.5,1,,,7.66820012,3.176272489,5.173725382,2.143027221
1989/7/19,1014.5,1018.7,,,,24.5,28.4,21.6,69,55,2.6,3.5,,,-5.586143571,5.586143571,-1.760343789,4.24984585
1989/7/20,1014.4,1018.5,,,,26,29.8,22.4,68,51,2.5,8.3,,,-7.7,9.43E-16,-5.2,6.37E-16
1989/7/21,1013.5,1017.5,,,,27.1,31.1,23.8,65,39,3.1,11.1,,,-9.8,1.20E-15,-6.2,7.59E-16
1989/7/22,1010.7,1014.8,,,,27,30.9,24.1,66,41,3.7,10.3,,,-11.1,1.36E-15,-7.2,8.82E-16
1989/7/23,1009.5,1013.5,,,,26.9,31,23.5,69,51,3.7,12.4,,,-12.2,1.49E-15,-7.7,9.43E-16
1989/7/24,1008,1012.1,,,,27.5,31.3,24.6,69,53,4.5,12.1,,,-14.9,1.82E-15,-8.3,1.02E-15
1989/7/25,1007.9,1012,11.5,5.5,1.5,27.6,31.5,25.4,70,53,4.5,6.2,,,-13.3,1.63E-15,-7.6,9.31E-16
1989/7/26,1010.3,1014.4,11.5,8,4,27.5,30.9,25,80,59,3.3,2.9,,,-9.333809512,9.333809512,-2.8318574,6.836708541
1989/7/27,1012.5,1016.6,,,,27.6,31.1,25.6,70,48,3.8,9.1,,,-4.056444383,9.793123045,-4.384062043,4.384062043
1989/7/28,1012.6,1016.7,9,5,5,26.6,30.1,24.3,80,60,3.8,4.8,,,-8.980256121,8.980256121,-2.563978997,6.189992868
1989/7/29,1013.3,1017.4,13.5,10.5,6,26.2,28.7,24,79,70,4.6,0.9,,,-5.051421307,12.19520983,-2.793589056,6.744320587
1989/7/30,1011.6,1015.7,1,0.5,0.5,26.1,29.4,24.2,76,54,3.5,2.5,,,-11.7,1.43E-15,-6.1,7.47E-16
1989/7/31,1005.6,1009.7,25.5,17.5,8,25.8,29,23.5,81,62,3,0.3,,,-3.138004145,7.575812167,1.836880475,4.434621756
1989/8/1,1001.9,1006,195,52.5,12,24.3,25.1,23.2,94,91,2.3,,,,4.247786099,10.25506281,-1.875148819,4.527009709
1989/8/2,1004.9,1009,0.5,0.5,0.5,27.5,31.9,23.8,79,57,2.6,5.2,,,-7.8,9.55E-16,-5.4,6.61E-16
1989/8/3,1006.4,1010.5,0,0,0,27.1,30.8,24.8,77,58,3.3,3,,,5.33E-16,8.7,3.49E-16,5.7
1989/8/4,1003.3,1007.4,,,,27.2,30.9,24.5,73,54,4.5,7,,,4.477396159,10.80939053,4.808326112,4.808326112
1989/8/5,998.6,1002.7,4.5,3,1,26.3,29.3,23.3,72,58,6.5,1.3,,,12.51579003,12.51579003,7.283199846,7.283199846
1989/8/6,987.6,991.6,85,15,3.5,24.4,26.1,23.2,93,84,7.4,,,,23.37415217,-9.681890839,11.4561062,-4.745274561
1989/8/7,997.2,1001.2,,,,28.6,32.8,25.8,71,52,5.1,12.3,,,-10.32375901,-10.32375901,-4.737615434,-4.737615434
1989/8/8,1002.2,1006.2,,,,28.6,32.2,25,69,57,3,10,,,-10.6,1.30E-15,-6.9,8.45E-16
1989/8/9,1001.3,1005.4,,,,29,33,25.2,70,46,2.5,11.1,,,-7.7,9.43E-16,-5.3,6.49E-16
1989/8/10,1000.3,1004.3,7.5,7,2.5,28.5,33.5,25.4,68,47,2.7,8,,,5.281031367,12.74953755,3.023199116,7.298648307
1989/8/11,1001.8,1005.8,,,,27.3,30.2,25.3,61,42,3.1,7.9,,,-6.01040764,6.01040764,-4.988949476,2.066490535
1989/8/12,1003.3,1007.3,,,,27.7,31.5,24,66,47,2.7,7.3,,,-8.9,1.09E-15,-5.8,7.10E-16
1989/8/13,1004.8,1008.9,,,,28.1,31.2,25.6,68,50,4.7,11.8,,,-14.6,1.79E-15,-9.2,1.13E-15
1989/8/14,1004,1008.1,,,,28,31.1,25.7,63,45,4.3,12,,,-13.3,1.63E-15,-7.7,9.43E-16
1989/8/15,1002.9,1007,0,0,0,26.5,29.8,24.7,78,57,2.7,1.5,,,5.868986284,-5.868986284,5.173725382,-2.143027221
1989/8/16,1002.6,1006.7,0.5,0.5,0.5,27,31.1,24.8,72,57,2.8,4.7,,,-9.146407372,3.78856598,-5.8,7.10E-16
1989/8/17,1002.4,1006.4,0,0,0,27,31.3,24,67,48,3.3,6.4,,,9.3,0,3.889087297,3.889087297
1989/8/18,1003.2,1007.2,0,0,0,27.4,30.5,24.2,69,54,2.3,4.5,,,-8.7,1.07E-15,-5.1,6.25E-16
1989/8/19,1007.7,1011.8,0,0,0,26.8,30.4,24,71,59,3.3,0.8,,,-9.054019419,3.750297637,2.372637281,5.728053102
